cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
256,5506,8192,3072,ck,0,0,210.1644,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1318.62,629.46,0.0
256,5587,3072,6144,ck,0,0,178.849,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1179.22,489.39,0.0
256,5587,8192,3072,ck,0,0,213.5661,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1316.7,626.82,0.0
256,6002,3072,6144,ck,0,0,181.9651,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1245.12,509.04,0.0
256,6002,8192,3072,ck,0,0,225.0618,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1342.26,630.67,0.0
256,6310,3072,6144,ck,0,0,186.1615,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1279.5,517.89,0.0
256,6310,8192,3072,ck,0,0,239.736,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1324.76,617.07,0.0
256,6345,3072,6144,ck,0,0,186.227,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1286.15,520.02,0.0
256,6345,8192,3072,ck,0,0,240.2357,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1329.34,618.62,0.0
256,6804,3072,6144,ck,0,0,207.3929,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1238.43,494.14,0.0
256,6804,8192,3072,ck,0,0,256.7356,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1333.89,613.64,0.0
256,7153,3072,6144,ck,0,0,210.6977,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1281.54,506.75,0.0
256,7153,8192,3072,ck,0,0,264.8065,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1359.57,620.58,0.0
256,7238,3072,6144,ck,0,0,214.1658,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1275.77,503.42,0.0
256,7238,8192,3072,ck,0,0,273.7023,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1331.01,606.46,0.0
256,7240,3072,6144,ck,0,0,216.2002,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1264.11,498.79,0.0
256,7240,8192,3072,ck,0,0,272.1864,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1338.79,609.98,0.0
256,7604,3072,6144,ck,0,0,217.941,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1317.06,515.33,0.0
256,7604,8192,3072,ck,0,0,278.2331,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1375.54,622.17,0.0
256,8003,3072,6144,ck,0,0,226.3914,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1334.43,517.75,0.0
256,8003,8192,3072,ck,0,0,293.3,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1373.35,616.68,0.0
256,8192,512,7168,ck,0,0,64.1614,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,937.16,1103.14,0.0
256,8684,3072,6144,ck,0,0,248.8325,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1317.39,504.69,0.0
256,8684,8192,3072,ck,0,0,309.6981,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1411.31,626.81,0.0
256,8747,3072,6144,ck,0,0,249.1593,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1325.21,507.14,0.0
256,8747,8192,3072,ck,0,0,325.0746,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1354.31,600.93,0.0
256,9001,3072,6144,ck,0,0,250.365,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1357.12,517.16,0.0
256,9001,8192,3072,ck,0,0,326.6084,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1387.09,613.24,0.0
256,9018,3072,6144,ck,0,0,253.9458,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1340.51,510.69,0.0
256,9018,8192,3072,ck,0,0,329.1471,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1378.99,609.51,0.0
256,9020,3072,6144,ck,0,0,255.845,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1330.86,506.99,0.0
256,9020,8192,3072,ck,0,0,326.4394,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1390.74,614.69,0.0
256,10015,3072,6144,ck,0,0,282.8291,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1336.69,501.85,0.0
256,10015,8192,3072,ck,0,0,360.9581,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1396.48,609.54,0.0
256,10237,3072,6144,ck,0,0,284.4912,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1358.33,508.51,0.0
256,10237,8192,3072,ck,0,0,368.9375,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1396.56,608.06,0.0
256,10409,3072,6144,ck,0,0,287.2268,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1368.0,511.03,0.0
256,10409,8192,3072,ck,0,0,376.3073,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1392.22,605.05,0.0
256,10411,3072,6144,ck,0,0,286.4549,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1371.95,512.49,0.0
256,10411,8192,3072,ck,0,0,378.1331,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1385.76,602.23,0.0
256,10443,3072,6144,ck,0,0,287.6464,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1370.47,511.73,0.0
256,10443,8192,3072,ck,0,0,377.9563,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1390.67,604.16,0.0
256,10802,3072,6144,ck,0,0,297.7473,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1369.49,509.19,0.0
256,10802,8192,3072,ck,0,0,391.5693,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1388.47,600.99,0.0
256,10807,3072,6144,ck,0,0,297.8509,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1369.65,509.22,0.0
256,10807,8192,3072,ck,0,0,389.8938,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1395.08,603.82,0.0
256,10831,3072,6144,ck,0,0,296.3719,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1379.54,512.75,0.0
256,10831,8192,3072,ck,0,0,390.4857,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1396.06,604.1,0.0
256,10847,3072,6144,ck,0,0,298.2805,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1372.74,510.13,0.0
256,10847,8192,3072,ck,0,0,391.2697,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1395.32,603.69,0.0
256,10960,3072,6144,ck,0,0,301.839,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1370.68,508.72,0.0
256,10960,8192,3072,ck,0,0,391.1634,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1410.24,609.47,0.0
256,11304,3072,6144,ck,0,0,314.9265,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1354.96,501.0,0.0
256,11304,8192,3072,ck,0,0,406.3234,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1400.24,603.21,0.0
256,11342,3072,6144,ck,0,0,316.8621,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1351.21,499.41,0.0
256,11342,8192,3072,ck,0,0,403.0978,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1416.19,609.87,0.0
256,11734,3072,6144,ck,0,0,320.1867,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1383.39,509.27,0.0
256,11734,8192,3072,ck,0,0,411.5355,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1435.09,615.89,0.0
256,11749,3072,6144,ck,0,0,318.2575,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1393.56,512.94,0.0
256,11749,8192,3072,ck,0,0,408.3846,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1448.01,621.36,0.0
256,12004,3072,6144,ck,0,0,321.5859,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1409.07,517.37,0.0
256,12004,8192,3072,ck,0,0,422.9539,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1428.48,611.69,0.0
256,12286,3072,6144,ck,0,0,326.3691,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1421.03,520.41,0.0
256,12286,8192,3072,ck,0,0,427.2331,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1447.39,618.4,0.0
256,12607,3072,6144,ck,0,0,346.2144,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1374.58,501.97,0.0
256,12607,8192,3072,ck,0,0,444.0415,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1428.99,609.06,0.0
256,12935,3072,6144,ck,0,0,351.2184,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1390.25,506.29,0.0
256,12935,8192,3072,ck,0,0,456.7544,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1425.36,606.08,0.0
256,13458,3072,6144,ck,0,0,355.7212,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1428.15,517.95,0.0
256,13458,8192,3072,ck,0,0,475.0185,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1425.97,604.2,0.0
256,13600,3072,6144,ck,0,0,367.3921,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1397.37,506.25,0.0
256,13600,8192,3072,ck,0,0,480.7182,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1423.93,602.78,0.0
256,13616,3072,6144,ck,0,0,367.6805,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1397.92,506.38,0.0
256,13616,8192,3072,ck,0,0,472.7817,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1449.54,613.56,0.0
256,13808,3072,6144,ck,0,0,376.1302,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1385.78,501.28,0.0
256,13808,8192,3072,ck,0,0,478.8934,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1451.22,613.53,0.0
256,13828,3072,6144,ck,0,0,376.6482,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1385.88,501.24,0.0
256,13828,8192,3072,ck,0,0,478.7901,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1453.63,614.47,0.0
256,13848,3072,6144,ck,0,0,376.709,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1387.66,501.82,0.0
256,13848,8192,3072,ck,0,0,476.4549,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1462.87,618.3,0.0
256,13916,3072,6144,ck,0,0,378.0738,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1389.44,502.21,0.0
256,13916,8192,3072,ck,0,0,478.7146,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1463.12,618.15,0.0
256,13933,3072,6144,ck,0,0,385.9758,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1362.66,492.47,0.0
256,13933,8192,3072,ck,0,0,487.2419,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1439.27,608.01,0.0
256,13935,3072,6144,ck,0,0,376.1009,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1398.64,505.47,0.0
256,13935,8192,3072,ck,0,0,481.0693,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1457.94,615.89,0.0
256,13937,3072,6144,ck,0,0,379.0917,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1387.8,501.55,0.0
256,13937,8192,3072,ck,0,0,480.3924,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1460.21,616.84,0.0
256,13938,3072,6144,ck,0,0,375.3924,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1401.58,506.52,0.0
256,13938,8192,3072,ck,0,0,486.1449,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1443.03,609.58,0.0
256,13940,3072,6144,ck,0,0,375.6372,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1400.87,506.26,0.0
256,13940,8192,3072,ck,0,0,475.7364,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1474.81,623.0,0.0
256,13950,3072,6144,ck,0,0,379.2684,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1388.45,501.73,0.0
256,13950,8192,3072,ck,0,0,477.858,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1469.32,620.64,0.0
256,13975,3072,6144,ck,0,0,377.6304,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1396.97,504.72,0.0
256,13975,8192,3072,ck,0,0,489.0108,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1438.38,607.48,0.0
256,14002,3072,6144,ck,0,0,379.884,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1391.37,502.6,0.0
256,14002,8192,3072,ck,0,0,489.8873,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1438.58,607.46,0.0
256,14074,3072,6144,ck,0,0,383.6945,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1384.63,499.92,0.0
256,14074,8192,3072,ck,0,0,482.586,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1467.86,619.56,0.0
256,14117,3072,6144,ck,0,0,380.3572,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1401.05,505.69,0.0
256,14117,8192,3072,ck,0,0,492.5348,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1442.6,608.74,0.0
256,14119,3072,6144,ck,0,0,386.2932,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1379.71,497.99,0.0
256,14119,8192,3072,ck,0,0,476.0843,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1492.66,629.86,0.0
256,14121,3072,6144,ck,0,0,377.5447,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1411.89,509.59,0.0
256,14121,8192,3072,ck,0,0,478.1848,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1486.31,627.17,0.0
256,14123,3072,6144,ck,0,0,381.29,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1398.22,504.65,0.0
256,14123,8192,3072,ck,0,0,472.9666,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1502.93,634.17,0.0
256,14125,3072,6144,ck,0,0,381.5527,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1397.45,504.37,0.0
256,14125,8192,3072,ck,0,0,475.7842,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1494.24,630.5,0.0
256,14127,3072,6144,ck,0,0,379.5707,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1404.95,507.06,0.0
256,14127,8192,3072,ck,0,0,475.6294,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1494.94,630.79,0.0
256,14129,3072,6144,ck,0,0,376.3594,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1417.13,511.46,0.0
256,14129,8192,3072,ck,0,0,478.4098,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1486.46,627.2,0.0
256,14131,3072,6144,ck,0,0,382.7559,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1393.65,502.97,0.0
256,14131,8192,3072,ck,0,0,482.4254,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1474.29,622.06,0.0
256,14133,3072,6144,ck,0,0,380.4604,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1402.26,506.07,0.0
256,14133,8192,3072,ck,0,0,481.4375,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1477.53,623.42,0.0
256,14865,3072,6144,ck,0,0,395.7949,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1417.74,509.19,0.0
256,14865,8192,3072,ck,0,0,519.9501,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1438.95,604.63,0.0
256,15031,3072,6144,ck,0,0,405.1153,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1400.59,502.51,0.0
256,15031,8192,3072,ck,0,0,520.9773,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1452.15,609.64,0.0
256,15278,3072,6144,ck,0,0,406.5384,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1418.62,508.22,0.0
256,15278,8192,3072,ck,0,0,525.4457,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1463.46,613.6,0.0
256,15303,3072,6144,ck,0,0,407.12,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1418.92,508.25,0.0
256,15303,8192,3072,ck,0,0,512.1352,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1503.95,630.5,0.0
256,15519,3072,6144,ck,0,0,410.3288,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1427.69,510.74,0.0
256,15519,8192,3072,ck,0,0,533.6553,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1463.67,612.95,0.0
256,15524,3072,6144,ck,0,0,410.6596,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1427.0,510.48,0.0
256,15524,8192,3072,ck,0,0,525.7856,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1486.06,622.31,0.0
256,15575,3072,6144,ck,0,0,409.9736,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1434.08,512.86,0.0
